true_class_id,class_name,selected_images,mean_confidence,minimum_confidence,maximum_confidence
158,158.Bay_breasted_Warbler,3,0.7245312829812368,0.4429063498973846,0.8657199144363403
159,159.Black_and_white_Warbler,3,0.6195002794265747,0.3816723823547363,0.849023699760437
160,160.Black_throated_Blue_Warbler,3,0.7576242089271545,0.637019693851471,0.8864021897315979
161,161.Blue_winged_Warbler,3,0.7607388297716776,0.5474424362182617,0.877518355846405
162,162.Canada_Warbler,3,0.8215475281079611,0.791420578956604,0.8749979734420776
163,163.Cape_May_Warbler,3,0.6964494188626608,0.5855445265769958,0.8377752304077148
164,164.Cerulean_Warbler,3,0.697978138923645,0.5835715532302856,0.7765302658081055
165,165.Chestnut_sided_Warbler,3,0.8070529699325562,0.7425901293754578,0.8919193744659424
166,166.Golden_winged_Warbler,3,0.7001940608024597,0.6195904016494751,0.7854016423225403
167,167.Hooded_Warbler,3,0.7984558343887329,0.5489923357963562,0.9380218982696532
168,168.Kentucky_Warbler,3,0.7725844979286194,0.500138521194458,0.9534943699836732
169,169.Magnolia_Warbler,3,0.8040696382522583,0.7544723749160767,0.8600333333015442
170,170.Mourning_Warbler,3,0.5411512106657027,0.1054049879312515,0.9032126069068908
171,171.Myrtle_Warbler,3,0.7860031922658285,0.6009802222251892,0.9077419638633728
172,172.Nashville_Warbler,3,0.6344355543454488,0.4166315793991089,0.8325285911560059
173,173.Orange_crowned_Warbler,2,0.7847023904323578,0.6935041546821594,0.8759006261825562
174,174.Palm_Warbler,2,0.7166450321674347,0.714716911315918,0.7185731530189514
175,175.Pine_Warbler,2,0.887826144695282,0.8609808683395386,0.9146714210510254
176,176.Prairie_Warbler,3,0.8435585498809814,0.7954984903335571,0.9333752393722534
177,177.Prothonotary_Warbler,3,0.8412790894508362,0.7020295262336731,0.937455415725708
178,178.Swainson_Warbler,2,0.7293338477611542,0.5333501100540161,0.9253175854682922
179,179.Tennessee_Warbler,2,0.45601533353328705,0.4074060618877411,0.504624605178833
180,180.Wilson_Warbler,3,0.8518577615420023,0.763818085193634,0.9124165177345276
181,181.Worm_eating_Warbler,3,0.9230056206385294,0.8990641832351685,0.9447664618492126
182,182.Yellow_Warbler,3,0.9540949662526449,0.9389862418174744,0.962842047214508
183,183.Northern_Waterthrush,3,0.8621553182601929,0.8296769261360168,0.901728332042694
184,184.Louisiana_Waterthrush,3,0.8795472780863444,0.8226798176765442,0.9410090446472168
185,185.Bohemian_Waxwing,3,0.6391408195098242,0.246117278933525,0.871843695640564
186,186.Cedar_Waxwing,3,0.8123666445414225,0.6655235290527344,0.9073339104652404
187,187.American_Three_toed_Woodpecker,2,0.685828447341919,0.6606935262680054,0.7109633684158325
188,188.Pileated_Woodpecker,3,0.8812714417775472,0.8324085474014282,0.9188680052757264
189,189.Red_bellied_Woodpecker,3,0.8763458331425985,0.8276642560958862,0.934977412223816
190,190.Red_cockaded_Woodpecker,3,0.7610996067523956,0.4825820624828338,0.9071668386459352
191,191.Red_headed_Woodpecker,3,0.8892938693364462,0.8040353059768677,0.9581226110458374
192,192.Downy_Woodpecker,3,0.8770036896069845,0.7975369095802307,0.9419869780540466
193,193.Bewick_Wren,2,0.6059271395206451,0.3917348384857178,0.8201194405555725
194,194.Cactus_Wren,3,0.8714653253555298,0.7912918329238892,0.9851561784744264
195,195.Carolina_Wren,3,0.8869896332422892,0.8271791934967041,0.9524580836296082
196,196.House_Wren,2,0.6202869415283203,0.4745939373970032,0.7659799456596375
197,197.Marsh_Wren,2,0.7350308299064636,0.6012747883796692,0.8687868714332581
198,198.Rock_Wren,3,0.5276939868927002,0.3804466724395752,0.6801608800888062
199,199.Winter_Wren,3,0.9273557464281718,0.890600323677063,0.9534345269203186
200,200.Common_Yellowthroat,3,0.6351970632870992,0.3565523624420166,0.933423399925232
